family_no,family,checklist_item,status,evidence_level,primary_evidence,direct_inventory_examples,note
8,Dependency State Matrix,Threshold selected image controls.,zero-delta,direct-measurement,v52-dependency-matrix,images-scope-geometry-overlay: left outer margin | images-scope-geometry-overlay: input pane to output pane | images-scope-geometry-overlay: scrollbar gutter width,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Nucleus model-source controls.,zero-delta,direct-measurement,v52-dependency-matrix,models-geometry-overlay: left outer margin | models-geometry-overlay: input pane to output pane | models-geometry-overlay: scrollbar gutter width,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Cell model-source controls.,zero-delta,direct-measurement,v52-dependency-matrix,closed-combo-geometry: closed combo left cell inset | combo-popup-geometry: combo popup row text inset | models-geometry-overlay: left outer margin,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Nucleus parameter-source controls.,zero-delta,direct-measurement,v52-dependency-matrix,all-settings-geometry: section parameter row gap | custom-controls-geometry: section parameter row gap | images-scope-geometry-overlay: focused header to parameter grid,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Cell parameter-source controls.,zero-delta,direct-measurement,v52-dependency-matrix,all-settings-geometry: section parameter row gap | closed-combo-geometry: closed combo left cell inset | combo-popup-geometry: combo popup row text inset,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Threshold mode controls.,zero-delta,direct-measurement,v52-dependency-matrix,models-geometry-overlay: left outer margin | models-geometry-overlay: input pane to output pane | models-geometry-overlay: scrollbar gutter width,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Background mode controls.,zero-delta,direct-measurement,v52-dependency-matrix,models-geometry-overlay: left outer margin | models-geometry-overlay: input pane to output pane | models-geometry-overlay: scrollbar gutter width,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Custom segmentation controls.,zero-delta,direct-measurement,v52-dependency-matrix,custom-controls-geometry: section content left padding | custom-controls-geometry: section content right padding | custom-controls-geometry: section parameter row gap,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Pixel scaling controls.,zero-delta,direct-measurement,v52-dependency-matrix,row-state-geometry: single-line anchor vertical inset | row-state-geometry: single-line help vertical inset | row-state-geometry: tall-row anchor top inset,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Failure recovery controls.,zero-delta,direct-measurement,v52-dependency-matrix,styled-log-geometry: log failure title left inset | styled-log-geometry: log failure advice label width | styled-log-geometry: log failure advice label to value gap,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,VSMC nucleus-gating controls.,zero-delta,direct-measurement,v52-dependency-matrix,dependency-matrix-geometry: dependency-nucleus-model-source-enabled case left inset | dependency-matrix-geometry: dependency-nucleus-model-source-enabled case right inset | dependency-matrix-geometry: dependency-nucleus-model-source-enabled title to panel gap,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Colocalization threshold/dependency controls.,zero-delta,direct-measurement,v52-dependency-matrix,colocalization-custom-geometry: colocalization semantic card gap | colocalization-custom-geometry: semantic card title left inset | colocalization-custom-geometry: semantic card title to subtitle gap,Every registry-declared dependency token is rendered enabled and disabled.
8,Dependency State Matrix,Any remaining registry-declared dependency panel.,zero-delta,direct-measurement,v52-dependency-matrix,dependency-matrix-geometry: dependency-selected-images-enabled case left inset | dependency-matrix-geometry: dependency-selected-images-enabled case right inset | dependency-matrix-geometry: dependency-selected-images-enabled title to panel gap,Every registry-declared dependency token is rendered enabled and disabled.
9,Combo Boxes And Popups,Closed combo text inset.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | closed-combo-geometry: closed combo left cell inset,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Closed combo arrow rail.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,closed-combo-geometry: closed combo left cell inset | combo-popup-geometry: combo popup list left to row | combo-popup-geometry: combo popup row text inset,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Closed combo right padding.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,all-settings-geometry: section content right padding | closed-combo-geometry: closed combo left cell inset | combo-popup-geometry: combo popup list left to row,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Closed combo disabled text inset.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | closed-combo-geometry: closed combo left cell inset,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Popup shell width.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | channel-panel-geometry: channel title left inset,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Popup border-to-row inset.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | channel-panel-geometry: channel title left inset,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Popup row text inset.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | closed-combo-geometry: closed combo left cell inset,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Popup selected row padding.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,combo-popup-geometry: combo popup list left to row | combo-popup-geometry: combo popup row text inset | combo-popup-geometry: combo popup row gap,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Popup hover row padding.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,combo-popup-geometry: combo popup list left to row | combo-popup-geometry: combo popup row text inset | combo-popup-geometry: combo popup row gap,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Popup disabled row padding.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,combo-popup-geometry: combo popup list left to row | combo-popup-geometry: combo popup row text inset | combo-popup-geometry: combo popup row gap,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Popup row height.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,combo-popup-geometry: combo popup list left to row | combo-popup-geometry: combo popup row text inset | combo-popup-geometry: combo popup row gap,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Popup scrollbar gutter if long.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,combo-popup-geometry: combo popup list left to row | combo-popup-geometry: combo popup row text inset | combo-popup-geometry: combo popup row gap,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Asset-backed dropdown empty state.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,colocalization-custom-geometry: marker-key empty message left inset | colocalization-custom-geometry: marker-key empty message top inset | colocalization-custom-lower-geometry: marker-key empty message left inset,"Closed, popup, empty, and populated combo/asset states are measured."
9,Combo Boxes And Popups,Asset-backed dropdown populated state.,zero-delta,direct-measurement,final-margin-pass-v3 combo popup; v40-asset-combo,asset-backed-combo-geometry: empty asset-backed combo left cell inset | asset-backed-combo-geometry: populated asset-backed combo left cell inset | asset-backed-combo-geometry: asset combo vertical row gap,"Closed, popup, empty, and populated combo/asset states are measured."
10,Open-Image Channel Panel,Channel panel title inset.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | channel-panel-geometry: channel panel child vertical gap,Empty and populated channel panel states are measured.
10,Open-Image Channel Panel,Channel panel title-to-chip gap.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | channel-panel-geometry: channel panel child vertical gap,Empty and populated channel panel states are measured.
10,Open-Image Channel Panel,Channel chip row gap.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | channel-panel-geometry: channel panel child vertical gap,Empty and populated channel panel states are measured.
10,Open-Image Channel Panel,Channel chip internal padding.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | channel-panel-geometry: channel panel child vertical gap,Empty and populated channel panel states are measured.
10,Open-Image Channel Panel,Channel swatch left rail.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,all-settings-geometry: section content left padding | channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset,Empty and populated channel panel states are measured.
10,Open-Image Channel Panel,Channel swatch width.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | channel-panel-geometry: channel title left inset,Empty and populated channel panel states are measured.
10,Open-Image Channel Panel,Swatch-to-label gap.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,models-geometry-overlay: dependent title to dependent row label | project-menu-geometry: header simple menu label left inset | selected-images-dialog-geometry: dialog title to list gap,Empty and populated channel panel states are measured.
10,Open-Image Channel Panel,Chip-to-chip gap.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,channel-panel-populated-geometry: channel chip horizontal gap | channel-panel-populated-geometry: channel chip left inset to swatch | channel-panel-populated-geometry: channel chip swatch size,Empty and populated channel panel states are measured.
10,Open-Image Channel Panel,No-image empty-state spacing.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,images-scope-geometry-overlay: left outer margin | images-scope-geometry-overlay: input pane to output pane | images-scope-geometry-overlay: scrollbar gutter width,Empty and populated channel panel states are measured.
10,Open-Image Channel Panel,Open-image populated-state spacing.,zero-delta,direct-measurement,final-margin-pass-v3 channel-panel; v42-channel-populated,images-scope-geometry-overlay: left outer margin | images-scope-geometry-overlay: input pane to output pane | images-scope-geometry-overlay: scrollbar gutter width,Empty and populated channel panel states are measured.
11,Custom Editors,Stage selector button padding.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,colocalization-custom-geometry: check top row to selector row gap | colocalization-custom-geometry: check selector-row child gap | colocalization-custom-lower-geometry: check top row to selector row gap,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Stage selector summary spacing.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,help-dialog-geometry-overlay: help summary to next section title | colocalization-custom-geometry: check top row to selector row gap | colocalization-custom-geometry: check selector-row child gap,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Project image selector summary spacing.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,help-dialog-geometry-overlay: help summary to next section title | images-scope-geometry-overlay: left outer margin | images-scope-geometry-overlay: input pane to output pane,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Project image selector action button row gap.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,dashboard-geometry-overlay: output pane to run button | dashboard-geometry-overlay: run button to bottom | dashboard-geometry-overlay: run button to right edge,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Paste Image Names button rail.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,images-scope-geometry-overlay: left outer margin | images-scope-geometry-overlay: input pane to output pane | images-scope-geometry-overlay: scrollbar gutter width,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Multi-select editor title rail.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | help-dialog-geometry-overlay: help summary to next section title,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Multi-select button rail.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,selected-images-dialog-geometry: dialog title to list gap | multi-select-dialog-geometry: dialog content left inset | multi-select-dialog-geometry: dialog content right inset,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Multi-select summary rail.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,help-dialog-geometry-overlay: help summary to next section title | selected-images-dialog-geometry: dialog title to list gap | multi-select-dialog-geometry: dialog content left inset,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Channel checkbox editor shell spacing.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | channel-panel-geometry: channel panel child vertical gap,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Marker/key map empty-state padding.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,colocalization-custom-geometry: marker-key empty message left inset | colocalization-custom-geometry: marker-key empty message top inset | colocalization-custom-lower-geometry: marker-key empty message left inset,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Marker/key map populated row padding.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,colocalization-custom-geometry: marker-key empty message left inset | colocalization-custom-geometry: marker-key empty message top inset | colocalization-custom-lower-geometry: marker-key empty message left inset,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Marker/key map key label rail.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,models-geometry-overlay: dependent title to dependent row label | project-menu-geometry: header simple menu label left inset | selected-images-dialog-geometry: dialog title to list gap,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Marker/key map value field rail.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,styled-log-geometry: log key-value card key left inset | styled-log-geometry: log key-value key width | styled-log-geometry: log key-value key to value gap,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Colocalization check row outer padding.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,dashboard-geometry-overlay: left outer margin | dashboard-geometry-overlay: input pane to output pane | dashboard-geometry-overlay: right outer margin,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Colocalization check top-row gaps.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,colocalization-custom-geometry: colocalization semantic card gap | colocalization-custom-geometry: semantic card title left inset | colocalization-custom-geometry: semantic card title to subtitle gap,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Colocalization check selector row gaps.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,colocalization-custom-geometry: colocalization semantic card gap | colocalization-custom-geometry: semantic card title left inset | colocalization-custom-geometry: semantic card title to subtitle gap,Bespoke editor states are measured with synthetic and production editor surfaces.
11,Custom Editors,Colocalization add/delete button rails.,zero-delta,direct-measurement,v39-colocalization-custom; v41-marker-key-map; v57-list-code-editor; v58-channel-multi-select,all-settings-geometry: section help column alignment | all-settings-geometry: section help column alignment | colocalization-custom-geometry: colocalization semantic card gap,Bespoke editor states are measured with synthetic and production editor surfaces.
12,Dialogs And New Windows,Parameter Help dialog shell padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help title/subtitle spacing.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | channel-panel-geometry: channel title left inset,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help summary card padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help summary label/value rails.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help quick-help spacing.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help details header spacing.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help details accent rail.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help details card padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help details card-to-card gap.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help scrollbar gutter.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog filter margin.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,help-dialog-geometry-overlay: help summary to next section title | help-dialog-geometry-overlay: help section title to body | help-dialog-geometry-overlay: help details accent width,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog dual-list gap.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,combo-popup-geometry: combo popup list left to row | help-dialog-geometry-overlay: help summary to next section title | help-dialog-geometry-overlay: help section title to body,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog transfer button column.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section help column alignment | dashboard-geometry-overlay: dashboard card column gap | help-dialog-geometry-overlay: help summary to next section title,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog list label rail.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,combo-popup-geometry: combo popup list left to row | help-dialog-geometry-overlay: help summary to next section title | help-dialog-geometry-overlay: help section title to body,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog OK/Cancel rail.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,help-dialog-geometry-overlay: help summary to next section title | help-dialog-geometry-overlay: help section title to body | help-dialog-geometry-overlay: help details accent width,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Multi-select dialog filter/list/action/hint spacing.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,combo-popup-geometry: combo popup list left to row | dashboard-geometry-overlay: output pane to run button | dashboard-geometry-overlay: run button to bottom,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Settings profile text-input dialog content padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,advanced-geometry: routine to advanced panel gap | all-settings-geometry: section content left padding | all-settings-geometry: section content right padding,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Reset image confirmation alert padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,images-scope-geometry-overlay: left outer margin | images-scope-geometry-overlay: input pane to output pane | images-scope-geometry-overlay: scrollbar gutter width,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Reset project confirmation alert padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,project-menu-geometry: header context menu width | project-menu-geometry: header simple menu item left inset | project-menu-geometry: header simple menu item right inset,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Run failure alert padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,styled-log-geometry: log failure title left inset | styled-log-geometry: log failure advice label width | styled-log-geometry: log failure advice label to value gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Any launcher-owned list dialog padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,advanced-geometry: routine to advanced panel gap | all-settings-geometry: section content left padding | all-settings-geometry: section content right padding,Launcher-owned dialog surfaces are measured.
13,Output Pane And StyledLogView,Output pane outer padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: left outer margin | dashboard-geometry-overlay: input pane to output pane | dashboard-geometry-overlay: visible bar to output pane,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Output header status rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: input pane to output pane | dashboard-geometry-overlay: visible bar to output pane | dashboard-geometry-overlay: input pane bottom to output pane bottom,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Kill Run button rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,output-pane-geometry: kill run button right rail | output-pane-geometry: output pane left inset to status card | output-pane-geometry: output pane right inset to status card,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Status card padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: dashboard card column gap | dashboard-geometry-overlay: dashboard card row gap | dashboard-geometry-overlay: dashboard card left internal padding,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Status title rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | help-dialog-geometry-overlay: help summary to next section title,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Status detail rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,help-dialog-geometry-overlay: help details accent width | help-dialog-geometry-overlay: help details cards right inset | help-dialog-geometry-overlay: help detail card vertical gap,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Timeline row gap.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,styled-log-geometry: log timeline dot width | styled-log-geometry: log timeline dot to label gap,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Copy All button rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,output-pane-geometry: copy button right rail | styled-log-geometry: log copy button right inset | styled-log-expanded-geometry: log copy button right inset,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Source tab left inset.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,all-settings-geometry: section content left padding | channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Source tab-to-source block join.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,header-action-rail-geometry: header tab top join | styled-log-geometry: log source tab left inset from block | styled-log-geometry: log source block left inset to line accent,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Source block padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,styled-log-geometry: log source tab left inset from block | styled-log-geometry: log source block left inset to line accent | styled-log-expanded-geometry: log source tab left inset from block,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Log line accent rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,help-dialog-geometry-overlay: help details accent width | models-geometry-overlay: independent box edge to bar | models-geometry-overlay: dependent panel edge to bar,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Log line accent width.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | channel-panel-geometry: channel title left inset,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Plain log line accent-to-text gap.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,combo-popup-geometry: combo popup row text inset | help-dialog-geometry-overlay: help details accent width | images-scope-geometry-overlay: dependent title text inset,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Badge-bearing log line accent-to-badge gap.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,help-dialog-geometry-overlay: help details accent width | models-geometry-overlay: independent box edge to bar | models-geometry-overlay: dependent panel edge to bar,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Badge-to-text gap.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,combo-popup-geometry: combo popup row text inset | images-scope-geometry-overlay: dependent title text inset | models-geometry-overlay: independent bar to text,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Message card padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: dashboard card column gap | dashboard-geometry-overlay: dashboard card row gap | dashboard-geometry-overlay: dashboard card left internal padding,Output pane and rich StyledLogView internals are measured.
